source,author,title,description,url,urlToImage,publishedAt,content,label,text,length,tokens,num_tokens
"{'id': None, 'name': 'Deadline'}",Armando Tinoco,‘Last Week Tonight’: John Oliver Jokes He’s “Close” To Proving Hugh Jackman Was Brought By A UFO; Dings Tesla For Cybertruck Recall,"John Oliver dedicated his latest episode of Last Week Tonight to UFOs and started talking about the topic, making a crazy joke about Hugh Jackman. “Our main story tonight concerns UFOs,” Oliver said on the HBO late-night show. “They brought us great album art…",http://deadline.com/2024/04/last-week-tonight-john-oliver-jokes-hugh-jackman-ufo-tesla-cybertruck-1235891286/,https://deadline.com/wp-content/uploads/2024/04/hugh-jackman-last-week-tonight.jpg?w=1024,2024-04-22T04:07:22Z,"John Oliver dedicated his latest episode of Last Week Tonight to UFOs and started talking about the topic, making a crazy joke about Hugh Jackman.
“Our main story tonight concerns UFOs,” Oliver said… [+1344 chars]",tesla,"‘Last Week Tonight’: John Oliver Jokes He’s “Close” To Proving Hugh Jackman Was Brought By A UFO; Dings Tesla For Cybertruck Recall John Oliver dedicated his latest episode of Last Week Tonight to UFOs and started talking about the topic, making a crazy joke about Hugh Jackman. “Our main story tonight concerns UFOs,” Oliver said on the HBO late-night show. “They brought us great album art…",392.0,"['last', 'week', 'tonight', 'john', 'oliver', 'jokes', 'close', 'proving', 'hugh', 'jackman', 'brought', 'ufo', 'dings', 'cybertruck', 'recall', 'john', 'oliver', 'dedicated', 'latest', 'episode', 'last', 'week', 'tonight', 'ufos', 'started', 'talking', 'topic', 'making', 'crazy', 'joke', 'hugh', 'jackman', 'main', 'story', 'tonight', 'concerns', 'ufos', 'oliver', 'said', 'hbo', 'late-night', 'show', 'brought', 'us', 'great', 'album', 'art']",47
"{'id': None, 'name': 'Quartz India'}",William Gavin,Hertz is ditching even more electric cars,"Hertz is ditching more of its fleet of electric vehicles, which it says are unreliable and more expensive than gas-guzzlers, as it reports a $392 million loss for the first quarter of 2024.Read more...",https://qz.com/hertz-ev-sales-tesla-rental-cars-1851438100,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/4e498ed3a2009c4d09e881b6f66ccf65.jpg",2024-04-26T14:34:47Z,"Hertz is ditching more of its fleet of electric vehicles, which it says are unreliable and more expensive than gas-guzzlers, as it reports a $392 million loss for the first quarter of 2024.
The Este… [+1858 chars]",tesla,"Hertz is ditching even more electric cars Hertz is ditching more of its fleet of electric vehicles, which it says are unreliable and more expensive than gas-guzzlers, as it reports a $392 million loss for the first quarter of 2024.Read more...",243.0,"['hertz', 'ditching', 'even', 'electric', 'cars', 'hertz', 'ditching', 'fleet', 'electric', 'vehicles', 'says', 'unreliable', 'expensive', 'gas-guzzlers', 'reports', 'million', 'loss', 'first', 'quarter', 'read']",20
"{'id': None, 'name': 'Quartz India'}",William Gavin,"Volkswagen workers vote to join the UAW, fueling unionizing push","Workers at Volkswagen’s factory in Chattanooga, Tennessee, have voted to join the United Auto Workers (UAW) union. It’s the UAW’s latest victory in its long road to its goal of organizing every manufacturing plant operated by a major automaker in the United S…",https://qz.com/volkswagen-tennessee-autoworkers-join-uaw-labor-union-1851425883,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/a72225fb4496d08da12b002efd912669.jpg",2024-04-22T15:23:00Z,"Workers at Volkswagens factory in Chattanooga, Tennessee, have voted to join the United Auto Workers (UAW) union. Its the UAWs latest victory in its long road to its goal of organizing every manufact… [+2462 chars]",tesla,"Volkswagen workers vote to join the UAW, fueling unionizing push Workers at Volkswagen’s factory in Chattanooga, Tennessee, have voted to join the United Auto Workers (UAW) union. It’s the UAW’s latest victory in its long road to its goal of organizing every manufacturing plant operated by a major automaker in the United S…",325.0,"['volkswagen', 'workers', 'vote', 'join', 'uaw', 'fueling', 'unionizing', 'push', 'workers', 'volkswagen', 'factory', 'chattanooga', 'tennessee', 'voted', 'join', 'united', 'auto', 'workers', 'uaw', 'union', 'uaw', 'latest', 'victory', 'long', 'road', 'goal', 'organizing', 'every', 'manufacturing', 'plant', 'operated', 'major', 'automaker', 'united']",34
"{'id': None, 'name': 'Quartz India'}",Laura Bratton,Wall Street sees Google stock rallying to $200 because maybe Google can win AI after all,"Analysts from JPMorgan, Jefferies, and other firms all hiked their price targets, as fears of AI overtaking search subside",https://qz.com/google-stock-rally-ai-search-wall-street-analysts-1851438633,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/4fa425273d9be3f299bea63e4238cdb9.jpg",2024-04-26T16:28:00Z,"Wall Street thinks Google stock will keep surging after a brief stall in February and March.
Analysts from Jefferies, JPMorgan Chase, Bank of America, and Raymond James on Friday all raised their pr… [+1980 chars]",tesla,"Wall Street sees Google stock rallying to $200 because maybe Google can win AI after all Analysts from JPMorgan, Jefferies, and other firms all hiked their price targets, as fears of AI overtaking search subside",211.0,"['wall', 'street', 'sees', 'google', 'stock', 'rallying', 'maybe', 'google', 'win', 'ai', 'analysts', 'jpmorgan', 'jefferies', 'firms', 'hiked', 'price', 'targets', 'fears', 'ai', 'overtaking', 'search', 'subside']",22
"{'id': None, 'name': 'Quartz India'}",Rocio Fabbro,Only 3 states in America have zero billionaires,Billionaires reside across the U.S. — save for a handful of states,https://qz.com/billionaires-america-states-forbes-list-1851454053,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/18a7efa211c3af3de8a852d0e32e1b89.jpg",2024-05-03T14:55:00Z,"newa
From Miamis Billionaire Bunker to San Franciscos Bay Area, and just about everywhere in between, billionaires can be found across the country except in a few select states.
Alaska, Delaware, a… [+2157 chars]",tesla,Only 3 states in America have zero billionaires Billionaires reside across the U.S. — save for a handful of states,114.0,"['states', 'america', 'zero', 'billionaires', 'billionaires', 'reside', 'across', 'u', 'save', 'handful', 'states']",11
"{'id': None, 'name': 'Biztoc.com'}",theguardian.com,"Volkswagen ‘the first domino to fall’ after union vote, says UAW president","After celebrating his union’s historic victory at a Volkswagen plant in Tennessee, Shawn Fain, president of the United Auto Workers, told the Guardian that he was confident of more unionization wins at auto plants across the US, saying: “The workers at VW are…",https://biztoc.com/x/3a2c94a8b6555851,https://c.biztoc.com/p/3a2c94a8b6555851/og.webp,2024-04-22T16:28:08Z,"After celebrating his unions historic victory at a Volkswagen plant in Tennessee, Shawn Fain, president of the United Auto Workers, told the Guardian that he was confident of more unionization wins a… [+291 chars]",tesla,"Volkswagen ‘the first domino to fall’ after union vote, says UAW president After celebrating his union’s historic victory at a Volkswagen plant in Tennessee, Shawn Fain, president of the United Auto Workers, told the Guardian that he was confident of more unionization wins at auto plants across the US, saying: “The workers at VW are…",335.0,"['volkswagen', 'first', 'domino', 'fall', 'union', 'vote', 'says', 'uaw', 'president', 'celebrating', 'union', 'historic', 'victory', 'volkswagen', 'plant', 'tennessee', 'shawn', 'fain', 'president', 'united', 'auto', 'workers', 'told', 'guardian', 'confident', 'unionization', 'wins', 'auto', 'plants', 'across', 'us', 'saying', 'workers', 'vw']",34
"{'id': None, 'name': 'TechSpot'}",Rob Thubron,"Tesla lays off entire Supercharger and new vehicles teams, weeks after previous cuts","Rebecca Tinucci, Tesla's senior director of EV charging, will be leaving the automaker. Being shown the door alongside Tinucci will be all 500 members of the team that reported to her, writes The Information.Read Entire Article",https://www.techspot.com/news/102813-tesla-lays-off-entire-supercharger-new-vehicle-teams.html,https://www.techspot.com/images2/news/bigimage/2023/12/2023-12-21-image-7.jpg,2024-05-01T10:16:00Z,"What just happened? Tesla is making its second round of mass layoffs in just two weeks. This time, it's the Supercharger team that is being let go, along with the head of new vehicle development and … [+2768 chars]",tesla,"Tesla lays off entire Supercharger and new vehicles teams, weeks after previous cuts Rebecca Tinucci, Tesla's senior director of EV charging, will be leaving the automaker. Being shown the door alongside Tinucci will be all 500 members of the team that reported to her, writes The Information.Read Entire Article",312.0,"['lays', 'entire', 'supercharger', 'new', 'vehicles', 'teams', 'weeks', 'previous', 'cuts', 'rebecca', 'tinucci', 'senior', 'director', 'ev', 'charging', 'leaving', 'automaker', 'shown', 'door', 'alongside', 'tinucci', 'members', 'team', 'reported', 'writes', 'information', 'read', 'entire', 'article']",29
"{'id': None, 'name': 'Quartz India'}",Morgan Haefner,The Memo: Amenity patrol,"Hello, Memo readers!Read more...",https://qz.com/emails/quartz-at-work/1851441617/the-memo-amenity-patrol,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/83adbbcd48ae7eb6658138af4d5ca12c.jpg",2024-04-29T19:45:00Z,"Hello, Memo readers!
Private call booths. Libraries. Lounge areas. Dining and entertainment.
Would you think were describing an office? Maybe not yet, but businesses sure hope thats how we will one… [+2101 chars]",tesla,"The Memo: Amenity patrol Hello, Memo readers!Read more...",57.0,"['memo', 'amenity', 'patrol', 'hello', 'memo', 'readers', 'read']",7
"{'id': None, 'name': 'Biztoc.com'}",tftc.io,Coal Giant Alliance Resource Mines 425 BTC,"Alliance Resource Partners (ARLP), a $2.8 billion coal mining company, has announced during a recent Q1 earnings call that it has ventured into bitcoin mining by utilizing excess energy. The company, which is listed on the Nasdaq, is now holding 425 bitcoins …",https://biztoc.com/x/06ed40294b0fef9d,https://c.biztoc.com/p/06ed40294b0fef9d/s.webp,2024-04-30T18:22:10Z,"Alliance Resource Partners (ARLP), a $2.8 billion coal mining company, has announced during a recent Q1 earnings call that it has ventured into bitcoin mining by utilizing excess energy. The company,… [+278 chars]",tesla,"Coal Giant Alliance Resource Mines 425 BTC Alliance Resource Partners (ARLP), a $2.8 billion coal mining company, has announced during a recent Q1 earnings call that it has ventured into bitcoin mining by utilizing excess energy. The company, which is listed on the Nasdaq, is now holding 425 bitcoins …",303.0,"['coal', 'giant', 'alliance', 'resource', 'mines', 'btc', 'alliance', 'resource', 'partners', 'arlp', 'billion', 'coal', 'mining', 'company', 'announced', 'recent', 'q1', 'earnings', 'call', 'ventured', 'bitcoin', 'mining', 'utilizing', 'excess', 'energy', 'company', 'listed', 'nasdaq', 'holding', 'bitcoins']",30
"{'id': None, 'name': 'Biztoc.com'}",aol.com,Meta more than doubles Q1 profit but revenue guidance pulls shares down after-hours,"Facebook and Instagram parent company Meta said Wednesday its first-quarter profit more than doubled, boosted by higher advertising revenue and a 6% increase on the average price of ads on its platforms. But its shares dropped sharply in after-hours trading f…",https://biztoc.com/x/d9d3073fc615adfe,https://c.biztoc.com/p/d9d3073fc615adfe/s.webp,2024-04-24T22:38:06Z,"Facebook and Instagram parent company Meta said Wednesday its first-quarter profit more than doubled, boosted by higher advertising revenue and a 6% increase on the average price of ads on its platfo… [+297 chars]",tesla,"Meta more than doubles Q1 profit but revenue guidance pulls shares down after-hours Facebook and Instagram parent company Meta said Wednesday its first-quarter profit more than doubled, boosted by higher advertising revenue and a 6% increase on the average price of ads on its platforms. But its shares dropped sharply in after-hours trading f…",344.0,"['meta', 'doubles', 'q1', 'profit', 'revenue', 'guidance', 'pulls', 'shares', 'after-hours', 'facebook', 'instagram', 'parent', 'company', 'meta', 'said', 'wednesday', 'first-quarter', 'profit', 'doubled', 'boosted', 'higher', 'advertising', 'revenue', 'increase', 'average', 'price', 'ads', 'platforms', 'shares', 'dropped', 'sharply', 'after-hours', 'trading', 'f']",34
"{'id': None, 'name': 'Biztoc.com'}",finance.yahoo.com,"Cathie Wood's Ark Invest has destroyed $14 billion in wealth over the past decade, Morningstar says","None Cathie Wood's Ark Invest has destroyed $14 billion in wealth over the past decade. • None A Morningstar analysis found that Ark Invest topped the list of wealth destroyers among other investment companies. • None ""These funds managed to lose value for sh…",https://biztoc.com/x/47c5965d9bfbe3e5,https://c.biztoc.com/p/47c5965d9bfbe3e5/s.webp,2024-04-26T16:56:05Z,None Cathie Wood's Ark Invest has destroyed $14 billion in wealth over the past decade.None A Morningstar analysis found that Ark Invest topped the list of wealth destroyers among other investment co… [+294 chars],tesla,"Cathie Wood's Ark Invest has destroyed $14 billion in wealth over the past decade, Morningstar says None Cathie Wood's Ark Invest has destroyed $14 billion in wealth over the past decade. • None A Morningstar analysis found that Ark Invest topped the list of wealth destroyers among other investment companies. • None ""These funds managed to lose value for sh…",360.0,"['cathie', 'wood', 'ark', 'invest', 'destroyed', 'billion', 'wealth', 'past', 'decade', 'morningstar', 'says', 'none', 'cathie', 'wood', 'ark', 'invest', 'destroyed', 'billion', 'wealth', 'past', 'decade', 'none', 'morningstar', 'analysis', 'found', 'ark', 'invest', 'topped', 'list', 'wealth', 'destroyers', 'among', 'investment', 'companies', 'none', 'funds', 'managed', 'lose', 'value', 'sh']",40
"{'id': None, 'name': 'CleanTechnica'}",Zachary Shahan,US EV Sales Up 170% in 1st Quarter vs. 1st Quarter of 2021,"One of the hottest topics of the year in the auto industry has been hype about EV sales drooping, or at least not living up to expectations. How much substance is actually in that hype? Well, a little bit, but digging deeper, we can see that the EV market is …",https://cleantechnica.com/2024/05/04/us-ev-sales-up-71-in-1st-quarter-vs-1st-quarter-of-2022/,https://cleantechnica.com/wp-content/uploads/2024/05/US-EV-Sales-Changes-CHART.png,2024-05-05T03:58:31Z,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
One of the hottest topics of the year in the auto industry has been hype about EV sales drooping, or at least… [+1439 chars]",tesla,"US EV Sales Up 170% in 1st Quarter vs. 1st Quarter of 2021 One of the hottest topics of the year in the auto industry has been hype about EV sales drooping, or at least not living up to expectations. How much substance is actually in that hype? Well, a little bit, but digging deeper, we can see that the EV market is …",319.0,"['us', 'ev', 'sales', '1st', 'quarter', 'vs', '1st', 'quarter', 'one', 'hottest', 'topics', 'year', 'auto', 'industry', 'hype', 'ev', 'sales', 'drooping', 'least', 'living', 'expectations', 'much', 'substance', 'actually', 'hype', 'well', 'little', 'bit', 'digging', 'deeper', 'see', 'ev', 'market']",33
